,video_path,video_name,frame_0,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9,label,original_vid
458,/content/FF_data/DFD_real/original_sequences/actors/c40/images/28__outside_talking_pan_laughing,28__outside_talking_pan_laughing,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,28__outside_talking_pan_laughing
459,/content/FF_data/DFD_real/original_sequences/actors/c40/images/28__outside_talking_pan_laughing,28__outside_talking_pan_laughing,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,28__outside_talking_pan_laughing
460,/content/FF_data/DFD_real/original_sequences/actors/c40/images/03__meeting_serious,03__meeting_serious,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,03__meeting_serious
461,/content/FF_data/DFD_real/original_sequences/actors/c40/images/03__meeting_serious,03__meeting_serious,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,03__meeting_serious
462,/content/FF_data/DFD_real/original_sequences/actors/c40/images/03__meeting_serious,03__meeting_serious,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,03__meeting_serious
463,/content/FF_data/DFD_real/original_sequences/actors/c40/images/03__meeting_serious,03__meeting_serious,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,03__meeting_serious
464,/content/FF_data/DFD_real/original_sequences/actors/c40/images/17__walking_and_outside_surprised,17__walking_and_outside_surprised,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,17__walking_and_outside_surprised
465,/content/FF_data/DFD_real/original_sequences/actors/c40/images/17__walking_and_outside_surprised,17__walking_and_outside_surprised,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,17__walking_and_outside_surprised
466,/content/FF_data/DFD_real/original_sequences/actors/c40/images/17__walking_and_outside_surprised,17__walking_and_outside_surprised,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,17__walking_and_outside_surprised
467,/content/FF_data/DFD_real/original_sequences/actors/c40/images/17__walking_and_outside_surprised,17__walking_and_outside_surprised,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,17__walking_and_outside_surprised
468,/content/FF_data/DFD_real/original_sequences/actors/c40/images/17__walking_and_outside_surprised,17__walking_and_outside_surprised,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,0,17__walking_and_outside_surprised
469,/content/FF_data/DFD_real/original_sequences/actors/c40/images/17__walking_and_outside_surprised,17__walking_and_outside_surprised,1000.png,1020.png,1040.png,1060.png,1080.png,1100.png,1120.png,1140.png,1160.png,1180.png,0,17__walking_and_outside_surprised
470,/content/FF_data/DFD_real/original_sequences/actors/c40/images/08__exit_phone_room,08__exit_phone_room,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,08__exit_phone_room
471,/content/FF_data/DFD_real/original_sequences/actors/c40/images/25__podium_speech_happy,25__podium_speech_happy,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,25__podium_speech_happy
472,/content/FF_data/DFD_real/original_sequences/actors/c40/images/25__podium_speech_happy,25__podium_speech_happy,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,25__podium_speech_happy
473,/content/FF_data/DFD_real/original_sequences/actors/c40/images/25__podium_speech_happy,25__podium_speech_happy,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,25__podium_speech_happy
474,/content/FF_data/DFD_real/original_sequences/actors/c40/images/25__podium_speech_happy,25__podium_speech_happy,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,25__podium_speech_happy
475,/content/FF_data/DFD_real/original_sequences/actors/c40/images/25__podium_speech_happy,25__podium_speech_happy,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,0,25__podium_speech_happy
476,/content/FF_data/DFD_real/original_sequences/actors/c40/images/25__podium_speech_happy,25__podium_speech_happy,1000.png,1020.png,1040.png,1060.png,1080.png,1100.png,1120.png,1140.png,1160.png,1180.png,0,25__podium_speech_happy
477,/content/FF_data/DFD_real/original_sequences/actors/c40/images/25__podium_speech_happy,25__podium_speech_happy,1200.png,1220.png,1240.png,1260.png,1280.png,1300.png,1320.png,1340.png,1360.png,1380.png,0,25__podium_speech_happy
478,/content/FF_data/DFD_real/original_sequences/actors/c40/images/25__podium_speech_happy,25__podium_speech_happy,1400.png,1420.png,1440.png,1460.png,1480.png,1500.png,1520.png,1540.png,1560.png,1580.png,0,25__podium_speech_happy
479,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walking_and_outside_surprised,27__walking_and_outside_surprised,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,27__walking_and_outside_surprised
480,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walking_and_outside_surprised,27__walking_and_outside_surprised,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,27__walking_and_outside_surprised
481,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walking_and_outside_surprised,27__walking_and_outside_surprised,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,27__walking_and_outside_surprised
482,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walking_and_outside_surprised,27__walking_and_outside_surprised,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,27__walking_and_outside_surprised
483,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walking_and_outside_surprised,27__walking_and_outside_surprised,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,0,27__walking_and_outside_surprised
484,/content/FF_data/DFD_real/original_sequences/actors/c40/images/10__walking_outside_cafe_disgusted,10__walking_outside_cafe_disgusted,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,10__walking_outside_cafe_disgusted
485,/content/FF_data/DFD_real/original_sequences/actors/c40/images/10__walking_outside_cafe_disgusted,10__walking_outside_cafe_disgusted,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,10__walking_outside_cafe_disgusted
486,/content/FF_data/DFD_real/original_sequences/actors/c40/images/10__walking_outside_cafe_disgusted,10__walking_outside_cafe_disgusted,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,10__walking_outside_cafe_disgusted
487,/content/FF_data/DFD_real/original_sequences/actors/c40/images/10__walking_outside_cafe_disgusted,10__walking_outside_cafe_disgusted,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,10__walking_outside_cafe_disgusted
488,/content/FF_data/DFD_real/original_sequences/actors/c40/images/10__walking_outside_cafe_disgusted,10__walking_outside_cafe_disgusted,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,0,10__walking_outside_cafe_disgusted
489,/content/FF_data/DFD_real/original_sequences/actors/c40/images/13__outside_talking_pan_laughing,13__outside_talking_pan_laughing,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,13__outside_talking_pan_laughing
490,/content/FF_data/DFD_real/original_sequences/actors/c40/images/13__outside_talking_pan_laughing,13__outside_talking_pan_laughing,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,13__outside_talking_pan_laughing
491,/content/FF_data/DFD_real/original_sequences/actors/c40/images/13__outside_talking_pan_laughing,13__outside_talking_pan_laughing,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,13__outside_talking_pan_laughing
492,/content/FF_data/DFD_real/original_sequences/actors/c40/images/03__walk_down_hall_angry,03__walk_down_hall_angry,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,03__walk_down_hall_angry
493,/content/FF_data/DFD_real/original_sequences/actors/c40/images/03__walk_down_hall_angry,03__walk_down_hall_angry,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,03__walk_down_hall_angry
494,/content/FF_data/DFD_real/original_sequences/actors/c40/images/15__exit_phone_room,15__exit_phone_room,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,15__exit_phone_room
495,/content/FF_data/DFD_real/original_sequences/actors/c40/images/15__exit_phone_room,15__exit_phone_room,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,15__exit_phone_room
496,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_indoor_hall_disgust,14__walking_down_indoor_hall_disgust,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,14__walking_down_indoor_hall_disgust
497,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_indoor_hall_disgust,14__walking_down_indoor_hall_disgust,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,14__walking_down_indoor_hall_disgust
498,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_indoor_hall_disgust,14__walking_down_indoor_hall_disgust,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,14__walking_down_indoor_hall_disgust
499,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_indoor_hall_disgust,14__walking_down_indoor_hall_disgust,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,14__walking_down_indoor_hall_disgust
500,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_indoor_hall_disgust,14__walking_down_indoor_hall_disgust,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,0,14__walking_down_indoor_hall_disgust
501,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_indoor_hall_disgust,14__walking_down_indoor_hall_disgust,1000.png,1020.png,1040.png,1060.png,1080.png,1100.png,1120.png,1140.png,1160.png,1180.png,0,14__walking_down_indoor_hall_disgust
502,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_indoor_hall_disgust,14__walking_down_indoor_hall_disgust,1200.png,1220.png,1240.png,1260.png,1280.png,1300.png,1320.png,1340.png,1360.png,1380.png,0,14__walking_down_indoor_hall_disgust
503,/content/FF_data/DFD_real/original_sequences/actors/c40/images/07__walking_outside_cafe_disgusted,07__walking_outside_cafe_disgusted,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,07__walking_outside_cafe_disgusted
504,/content/FF_data/DFD_real/original_sequences/actors/c40/images/07__walking_outside_cafe_disgusted,07__walking_outside_cafe_disgusted,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,07__walking_outside_cafe_disgusted
505,/content/FF_data/DFD_real/original_sequences/actors/c40/images/24__outside_talking_pan_laughing,24__outside_talking_pan_laughing,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,24__outside_talking_pan_laughing
506,/content/FF_data/DFD_real/original_sequences/actors/c40/images/24__outside_talking_pan_laughing,24__outside_talking_pan_laughing,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,24__outside_talking_pan_laughing
507,/content/FF_data/DFD_real/original_sequences/actors/c40/images/24__outside_talking_pan_laughing,24__outside_talking_pan_laughing,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,24__outside_talking_pan_laughing
508,/content/FF_data/DFD_real/original_sequences/actors/c40/images/18__exit_phone_room,18__exit_phone_room,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,18__exit_phone_room
509,/content/FF_data/DFD_real/original_sequences/actors/c40/images/18__exit_phone_room,18__exit_phone_room,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,18__exit_phone_room
510,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_street_outside_angry,14__walking_down_street_outside_angry,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,14__walking_down_street_outside_angry
511,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_street_outside_angry,14__walking_down_street_outside_angry,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,14__walking_down_street_outside_angry
512,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_street_outside_angry,14__walking_down_street_outside_angry,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,14__walking_down_street_outside_angry
513,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_street_outside_angry,14__walking_down_street_outside_angry,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,14__walking_down_street_outside_angry
514,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_street_outside_angry,14__walking_down_street_outside_angry,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,0,14__walking_down_street_outside_angry
515,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_street_outside_angry,14__walking_down_street_outside_angry,1000.png,1020.png,1040.png,1060.png,1080.png,1100.png,1120.png,1140.png,1160.png,1180.png,0,14__walking_down_street_outside_angry
516,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_down_street_outside_angry,14__walking_down_street_outside_angry,1200.png,1220.png,1240.png,1260.png,1280.png,1300.png,1320.png,1340.png,1360.png,1380.png,0,14__walking_down_street_outside_angry
517,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__podium_speech_happy,27__podium_speech_happy,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,27__podium_speech_happy
518,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__podium_speech_happy,27__podium_speech_happy,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,27__podium_speech_happy
519,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__podium_speech_happy,27__podium_speech_happy,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,27__podium_speech_happy
520,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__podium_speech_happy,27__podium_speech_happy,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,27__podium_speech_happy
521,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__podium_speech_happy,27__podium_speech_happy,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,0,27__podium_speech_happy
522,/content/FF_data/DFD_real/original_sequences/actors/c40/images/09__walking_down_street_outside_angry,09__walking_down_street_outside_angry,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,09__walking_down_street_outside_angry
523,/content/FF_data/DFD_real/original_sequences/actors/c40/images/09__walking_down_street_outside_angry,09__walking_down_street_outside_angry,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,09__walking_down_street_outside_angry
524,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_outside_cafe_disgusted,14__walking_outside_cafe_disgusted,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,14__walking_outside_cafe_disgusted
525,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_outside_cafe_disgusted,14__walking_outside_cafe_disgusted,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,14__walking_outside_cafe_disgusted
526,/content/FF_data/DFD_real/original_sequences/actors/c40/images/14__walking_outside_cafe_disgusted,14__walking_outside_cafe_disgusted,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,14__walking_outside_cafe_disgusted
527,/content/FF_data/DFD_real/original_sequences/actors/c40/images/21__kitchen_pan,21__kitchen_pan,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,21__kitchen_pan
528,/content/FF_data/DFD_real/original_sequences/actors/c40/images/21__kitchen_pan,21__kitchen_pan,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,21__kitchen_pan
529,/content/FF_data/DFD_real/original_sequences/actors/c40/images/21__kitchen_pan,21__kitchen_pan,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,21__kitchen_pan
530,/content/FF_data/DFD_real/original_sequences/actors/c40/images/10__talking_against_wall,10__talking_against_wall,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,10__talking_against_wall
531,/content/FF_data/DFD_real/original_sequences/actors/c40/images/10__talking_against_wall,10__talking_against_wall,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,10__talking_against_wall
532,/content/FF_data/DFD_real/original_sequences/actors/c40/images/10__talking_against_wall,10__talking_against_wall,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,10__talking_against_wall
533,/content/FF_data/DFD_real/original_sequences/actors/c40/images/10__talking_against_wall,10__talking_against_wall,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,10__talking_against_wall
534,/content/FF_data/DFD_real/original_sequences/actors/c40/images/10__talking_against_wall,10__talking_against_wall,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,0,10__talking_against_wall
535,/content/FF_data/DFD_real/original_sequences/actors/c40/images/15__walking_outside_cafe_disgusted,15__walking_outside_cafe_disgusted,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,15__walking_outside_cafe_disgusted
536,/content/FF_data/DFD_real/original_sequences/actors/c40/images/15__walking_outside_cafe_disgusted,15__walking_outside_cafe_disgusted,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,15__walking_outside_cafe_disgusted
537,/content/FF_data/DFD_real/original_sequences/actors/c40/images/25__walk_down_hall_angry,25__walk_down_hall_angry,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,25__walk_down_hall_angry
538,/content/FF_data/DFD_real/original_sequences/actors/c40/images/25__walk_down_hall_angry,25__walk_down_hall_angry,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,25__walk_down_hall_angry
539,/content/FF_data/DFD_real/original_sequences/actors/c40/images/25__walk_down_hall_angry,25__walk_down_hall_angry,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,25__walk_down_hall_angry
540,/content/FF_data/DFD_real/original_sequences/actors/c40/images/28__exit_phone_room,28__exit_phone_room,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,28__exit_phone_room
541,/content/FF_data/DFD_real/original_sequences/actors/c40/images/28__exit_phone_room,28__exit_phone_room,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,28__exit_phone_room
542,/content/FF_data/DFD_real/original_sequences/actors/c40/images/04__walking_down_street_outside_angry,04__walking_down_street_outside_angry,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,04__walking_down_street_outside_angry
543,/content/FF_data/DFD_real/original_sequences/actors/c40/images/04__walking_down_street_outside_angry,04__walking_down_street_outside_angry,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,04__walking_down_street_outside_angry
544,/content/FF_data/DFD_real/original_sequences/actors/c40/images/06__walk_down_hall_angry,06__walk_down_hall_angry,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,06__walk_down_hall_angry
545,/content/FF_data/DFD_real/original_sequences/actors/c40/images/06__walk_down_hall_angry,06__walk_down_hall_angry,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,06__walk_down_hall_angry
546,/content/FF_data/DFD_real/original_sequences/actors/c40/images/02__exit_phone_room,02__exit_phone_room,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,02__exit_phone_room
547,/content/FF_data/DFD_real/original_sequences/actors/c40/images/24__exit_phone_room,24__exit_phone_room,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,24__exit_phone_room
548,/content/FF_data/DFD_real/original_sequences/actors/c40/images/24__exit_phone_room,24__exit_phone_room,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,24__exit_phone_room
549,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walking_down_indoor_hall_disgust,27__walking_down_indoor_hall_disgust,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,27__walking_down_indoor_hall_disgust
550,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walking_down_indoor_hall_disgust,27__walking_down_indoor_hall_disgust,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,27__walking_down_indoor_hall_disgust
551,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walking_down_indoor_hall_disgust,27__walking_down_indoor_hall_disgust,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,27__walking_down_indoor_hall_disgust
552,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walking_down_indoor_hall_disgust,27__walking_down_indoor_hall_disgust,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,27__walking_down_indoor_hall_disgust
553,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walking_down_indoor_hall_disgust,27__walking_down_indoor_hall_disgust,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,0,27__walking_down_indoor_hall_disgust
554,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walking_down_indoor_hall_disgust,27__walking_down_indoor_hall_disgust,1000.png,1020.png,1040.png,1060.png,1080.png,1100.png,1120.png,1140.png,1160.png,1180.png,0,27__walking_down_indoor_hall_disgust
555,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walking_down_indoor_hall_disgust,27__walking_down_indoor_hall_disgust,1200.png,1220.png,1240.png,1260.png,1280.png,1300.png,1320.png,1340.png,1360.png,1380.png,0,27__walking_down_indoor_hall_disgust
556,/content/FF_data/DFD_real/original_sequences/actors/c40/images/23__outside_talking_still_laughing,23__outside_talking_still_laughing,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,23__outside_talking_still_laughing
557,/content/FF_data/DFD_real/original_sequences/actors/c40/images/23__outside_talking_still_laughing,23__outside_talking_still_laughing,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,23__outside_talking_still_laughing
558,/content/FF_data/DFD_real/original_sequences/actors/c40/images/23__outside_talking_still_laughing,23__outside_talking_still_laughing,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,23__outside_talking_still_laughing
559,/content/FF_data/DFD_real/original_sequences/actors/c40/images/23__outside_talking_still_laughing,23__outside_talking_still_laughing,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,23__outside_talking_still_laughing
560,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walk_down_hall_angry,27__walk_down_hall_angry,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,27__walk_down_hall_angry
561,/content/FF_data/DFD_real/original_sequences/actors/c40/images/27__walk_down_hall_angry,27__walk_down_hall_angry,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,27__walk_down_hall_angry
562,/content/FF_data/DFD_real/original_sequences/actors/c40/images/07__secret_conversation,07__secret_conversation,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,07__secret_conversation
563,/content/FF_data/DFD_real/original_sequences/actors/c40/images/07__secret_conversation,07__secret_conversation,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,07__secret_conversation
564,/content/FF_data/DFD_real/original_sequences/actors/c40/images/07__secret_conversation,07__secret_conversation,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,07__secret_conversation
565,/content/FF_data/DFD_real/original_sequences/actors/c40/images/07__secret_conversation,07__secret_conversation,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,07__secret_conversation
566,/content/FF_data/DFD_real/original_sequences/actors/c40/images/02__outside_talking_pan_laughing,02__outside_talking_pan_laughing,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,02__outside_talking_pan_laughing
567,/content/FF_data/DFD_real/original_sequences/actors/c40/images/02__outside_talking_pan_laughing,02__outside_talking_pan_laughing,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,02__outside_talking_pan_laughing
568,/content/FF_data/DFD_real/original_sequences/actors/c40/images/02__outside_talking_pan_laughing,02__outside_talking_pan_laughing,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,02__outside_talking_pan_laughing
569,/content/FF_data/DFD_real/original_sequences/actors/c40/images/11__walking_down_street_outside_angry,11__walking_down_street_outside_angry,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,11__walking_down_street_outside_angry
570,/content/FF_data/DFD_real/original_sequences/actors/c40/images/11__walking_down_street_outside_angry,11__walking_down_street_outside_angry,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,11__walking_down_street_outside_angry
