,video_path,video_name,frame_0,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9,label,original_vid
338,/content/FF_data/real/original_sequences/youtube/c40/images/554,554,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,554
339,/content/FF_data/real/original_sequences/youtube/c40/images/554,554,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,554
340,/content/FF_data/real/original_sequences/youtube/c40/images/376,376,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,376
341,/content/FF_data/real/original_sequences/youtube/c40/images/376,376,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,376
342,/content/FF_data/real/original_sequences/youtube/c40/images/192,192,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,192
343,/content/FF_data/real/original_sequences/youtube/c40/images/679,679,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,679
344,/content/FF_data/real/original_sequences/youtube/c40/images/679,679,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,679
345,/content/FF_data/real/original_sequences/youtube/c40/images/206,206,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,206
346,/content/FF_data/real/original_sequences/youtube/c40/images/206,206,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,206
347,/content/FF_data/real/original_sequences/youtube/c40/images/206,206,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,206
348,/content/FF_data/real/original_sequences/youtube/c40/images/882,882,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,882
349,/content/FF_data/real/original_sequences/youtube/c40/images/988,988,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,988
350,/content/FF_data/real/original_sequences/youtube/c40/images/988,988,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,988
351,/content/FF_data/real/original_sequences/youtube/c40/images/289,289,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,289
352,/content/FF_data/real/original_sequences/youtube/c40/images/289,289,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,289
353,/content/FF_data/real/original_sequences/youtube/c40/images/942,942,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,942
354,/content/FF_data/real/original_sequences/youtube/c40/images/942,942,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,942
355,/content/FF_data/real/original_sequences/youtube/c40/images/448,448,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,448
356,/content/FF_data/real/original_sequences/youtube/c40/images/448,448,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,448
357,/content/FF_data/real/original_sequences/youtube/c40/images/992,992,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,992
358,/content/FF_data/real/original_sequences/youtube/c40/images/992,992,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,992
359,/content/FF_data/real/original_sequences/youtube/c40/images/992,992,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,992
360,/content/FF_data/real/original_sequences/youtube/c40/images/272,272,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,272
361,/content/FF_data/real/original_sequences/youtube/c40/images/779,779,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,779
362,/content/FF_data/real/original_sequences/youtube/c40/images/737,737,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,737
363,/content/FF_data/real/original_sequences/youtube/c40/images/257,257,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,257
364,/content/FF_data/real/original_sequences/youtube/c40/images/257,257,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,257
365,/content/FF_data/real/original_sequences/youtube/c40/images/257,257,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,257
366,/content/FF_data/real/original_sequences/youtube/c40/images/835,835,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,835
367,/content/FF_data/real/original_sequences/youtube/c40/images/835,835,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,835
368,/content/FF_data/real/original_sequences/youtube/c40/images/891,891,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,891
369,/content/FF_data/real/original_sequences/youtube/c40/images/786,786,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,786
370,/content/FF_data/real/original_sequences/youtube/c40/images/786,786,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,786
371,/content/FF_data/real/original_sequences/youtube/c40/images/437,437,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,437
372,/content/FF_data/real/original_sequences/youtube/c40/images/437,437,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,437
373,/content/FF_data/real/original_sequences/youtube/c40/images/687,687,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,687
374,/content/FF_data/real/original_sequences/youtube/c40/images/687,687,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,687
375,/content/FF_data/real/original_sequences/youtube/c40/images/324,324,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,324
376,/content/FF_data/real/original_sequences/youtube/c40/images/324,324,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,324
377,/content/FF_data/real/original_sequences/youtube/c40/images/324,324,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,324
378,/content/FF_data/real/original_sequences/youtube/c40/images/324,324,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,0,324
379,/content/FF_data/real/original_sequences/youtube/c40/images/324,324,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,0,324
380,/content/FF_data/real/original_sequences/youtube/c40/images/324,324,1000.png,1020.png,1040.png,1060.png,1080.png,1100.png,1120.png,1140.png,1160.png,1180.png,0,324
381,/content/FF_data/real/original_sequences/youtube/c40/images/688,688,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,688
382,/content/FF_data/real/original_sequences/youtube/c40/images/688,688,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,688
383,/content/FF_data/real/original_sequences/youtube/c40/images/246,246,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,246
384,/content/FF_data/real/original_sequences/youtube/c40/images/246,246,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,246
385,/content/FF_data/real/original_sequences/youtube/c40/images/046,046,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,046
386,/content/FF_data/real/original_sequences/youtube/c40/images/046,046,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,046
387,/content/FF_data/real/original_sequences/youtube/c40/images/863,863,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,863
388,/content/FF_data/real/original_sequences/youtube/c40/images/863,863,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,863
389,/content/FF_data/real/original_sequences/youtube/c40/images/966,966,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,966
390,/content/FF_data/real/original_sequences/youtube/c40/images/920,920,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,920
391,/content/FF_data/real/original_sequences/youtube/c40/images/556,556,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,556
392,/content/FF_data/real/original_sequences/youtube/c40/images/222,222,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,222
393,/content/FF_data/real/original_sequences/youtube/c40/images/222,222,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,222
394,/content/FF_data/real/original_sequences/youtube/c40/images/943,943,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,943
395,/content/FF_data/real/original_sequences/youtube/c40/images/943,943,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,943
396,/content/FF_data/real/original_sequences/youtube/c40/images/712,712,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,712
397,/content/FF_data/real/original_sequences/youtube/c40/images/712,712,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,712
398,/content/FF_data/real/original_sequences/youtube/c40/images/948,948,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,948
399,/content/FF_data/real/original_sequences/youtube/c40/images/948,948,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,948
400,/content/FF_data/real/original_sequences/youtube/c40/images/648,648,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,648
401,/content/FF_data/real/original_sequences/youtube/c40/images/648,648,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,648
402,/content/FF_data/real/original_sequences/youtube/c40/images/599,599,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,599
403,/content/FF_data/real/original_sequences/youtube/c40/images/598,598,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,598
404,/content/FF_data/real/original_sequences/youtube/c40/images/598,598,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,598
405,/content/FF_data/real/original_sequences/youtube/c40/images/598,598,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,0,598
406,/content/FF_data/real/original_sequences/youtube/c40/images/588,588,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,588
407,/content/FF_data/real/original_sequences/youtube/c40/images/588,588,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,588
408,/content/FF_data/real/original_sequences/youtube/c40/images/614,614,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,614
409,/content/FF_data/real/original_sequences/youtube/c40/images/614,614,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,614
410,/content/FF_data/real/original_sequences/youtube/c40/images/178,178,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,0,178
411,/content/FF_data/real/original_sequences/youtube/c40/images/178,178,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,0,178
412,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/206_221,206_221,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,206
413,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/206_221,206_221,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,206
414,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/206_221,206_221,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,206
415,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/992_980,992_980,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,992
416,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/992_980,992_980,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,992
417,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/992_980,992_980,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,992
418,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/599_585,599_585,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,599
419,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/134_192,134_192,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,134
420,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/097_033,097_033,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,097
421,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/097_033,097_033,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,097
422,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/150_153,150_153,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,150
423,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/150_153,150_153,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,150
424,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/420_257,420_257,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,420
425,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/420_257,420_257,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,420
426,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/420_257,420_257,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,420
427,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/420_257,420_257,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,1,420
428,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/420_257,420_257,0800.png,0820.png,0840.png,0860.png,0880.png,0900.png,0920.png,0940.png,0960.png,0980.png,1,420
429,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/252_266,252_266,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,252
430,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/252_266,252_266,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,252
431,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/866_878,866_878,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,866
432,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/866_878,866_878,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,866
433,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/062_066,062_066,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,062
434,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/062_066,062_066,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,062
435,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/994_986,994_986,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,994
436,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/266_252,266_252,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,266
437,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/266_252,266_252,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,266
438,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/254_261,254_261,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,254
439,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/254_261,254_261,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,254
440,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/811_920,811_920,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,811
441,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/811_920,811_920,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,811
442,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/904_046,904_046,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,904
443,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/284_263,284_263,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,284
444,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/284_263,284_263,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,284
445,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/055_147,055_147,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,055
446,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/033_097,033_097,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,033
447,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/033_097,033_097,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,033
448,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/033_097,033_097,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,033
449,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/033_097,033_097,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,1,033
450,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/288_321,288_321,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,288
451,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/288_321,288_321,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,288
452,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/716_712,716_712,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,716
453,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/716_712,716_712,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,716
454,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/716_712,716_712,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,716
455,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/439_441,439_441,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,439
456,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/439_441,439_441,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,439
457,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/183_253,183_253,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,183
458,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/437_360,437_360,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,437
459,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/437_360,437_360,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,437
460,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/339_392,339_392,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,339
461,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/339_392,339_392,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,339
462,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/953_974,953_974,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,953
463,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/261_254,261_254,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,261
464,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/261_254,261_254,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,261
465,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/261_254,261_254,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,261
466,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/107_109,107_109,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,107
467,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/107_109,107_109,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,107
468,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/830_828,830_828,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,830
469,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/830_828,830_828,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,830
470,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/920_811,920_811,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,920
471,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/241_210,241_210,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,241
472,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/878_866,878_866,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,878
473,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/878_866,878_866,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,878
474,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/878_866,878_866,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,878
475,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/607_683,607_683,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,607
476,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/607_683,607_683,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,607
477,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/712_716,712_716,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,712
478,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/712_716,712_716,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,712
479,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/360_437,360_437,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,360
480,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/651_835,651_835,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,651
481,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/828_830,828_830,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,828
482,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/456_435,456_435,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,456
483,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/456_435,456_435,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,456
484,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/456_435,456_435,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,456
485,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/035_036,035_036,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,035
486,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/035_036,035_036,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,035
487,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/986_994,986_994,0000.png,0020.png,0040.png,0060.png,0080.png,0100.png,0120.png,0140.png,0160.png,0180.png,1,986
488,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/986_994,986_994,0200.png,0220.png,0240.png,0260.png,0280.png,0300.png,0320.png,0340.png,0360.png,0380.png,1,986
489,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/986_994,986_994,0400.png,0420.png,0440.png,0460.png,0480.png,0500.png,0520.png,0540.png,0560.png,0580.png,1,986
490,/content/FF_data/fake/manipulated_sequences/Deepfakes/c40/images/986_994,986_994,0600.png,0620.png,0640.png,0660.png,0680.png,0700.png,0720.png,0740.png,0760.png,0780.png,1,986
